archivo,edad_real,genero_real,edad_faceapi,error_faceapi,edad_human,error_human
"16_0_0_20170110232113589.jpg.chip.jpg","16","male","","","16.7","0.70"
"52_0_2_20170116183811379.jpg.chip.jpg","52","male","","","69","17.00"
"1_1_4_20161221192832972.jpg.chip.jpg","1","female","1.7816613912582397","0.78","8.9","7.90"
"23_0_0_20170116221006990.jpg.chip.jpg","23","male","","","16.1","-6.90"
"17_0_3_20170104225736449.jpg.chip.jpg","17","male","21.42361068725586","4.42","29.3","12.30"
"28_0_0_20170105164905292.jpg.chip.jpg","28","male","","","29.4","1.40"
"58_0_0_20170120224606727.jpg.chip.jpg","58","male","","","57.5","-0.50"
"67_1_1_20170110125353438.jpg.chip.jpg","67","female","","","29.2","-37.80"
"10_1_0_20170109205141310.jpg.chip.jpg","10","female","","","9.1","-0.90"
"2_0_2_20161219222714623.jpg.chip.jpg","2","male","","","",""
"26_1_1_20170113012119680.jpg.chip.jpg","26","female","21.908113479614258","-4.09","23.6","-2.40"
"50_0_2_20170112220425641.jpg.chip.jpg","50","male","","","48.7","-1.30"
"25_1_3_20170119172149792.jpg.chip.jpg","25","female","24.563093185424805","-0.44","29.5","4.50"
"22_1_2_20170108224643996.jpg.chip.jpg","22","female","","","28.8","6.80"
"21_1_3_20170104231630017.jpg.chip.jpg","21","female","","","28.6","7.60"
"28_0_0_20170117120705693.jpg.chip.jpg","28","male","","","28.6","0.60"
"36_0_1_20170117135448300.jpg.chip.jpg","36","male","43.31344985961914","7.31","29.3","-6.70"
"39_0_0_20170109133418712.jpg.chip.jpg","39","male","","","29.3","-9.70"
"26_1_1_20170113001925675.jpg.chip.jpg","26","female","28.61103630065918","2.61","29.5","3.50"
"19_0_0_20170103201333351.jpg.chip.jpg","19","male","23.342853546142578","4.34","28.7","9.70"
"8_0_1_20170110215727788.jpg.chip.jpg","8","male","","","28.9","20.90"
"31_0_0_20170104165835728.jpg.chip.jpg","31","male","","","29.2","-1.80"
"35_0_4_20170117194507893.jpg.chip.jpg","35","male","46.608055114746094","11.61","38.7","3.70"
"68_0_3_20170113185529025.jpg.chip.jpg","68","male","","","69.1","1.10"
"68_1_0_20170113210319664.jpg.chip.jpg","68","female","","","29.3","-38.70"
"30_0_2_20170116180745378.jpg.chip.jpg","30","male","","","38.8","8.80"
"35_0_1_20170117184758222.jpg.chip.jpg","35","male","","","28.6","-6.40"
"32_0_4_20170104172421138.jpg.chip.jpg","32","male","","","39.2","7.20"
"15_0_0_20170110232655904.jpg.chip.jpg","15","male","13.848381042480469","-1.15","28.7","13.70"
"21_0_4_20161223214823880.jpg.chip.jpg","21","male","","","28.5","7.50"
"25_1_0_20170117141803697.jpg.chip.jpg","25","female","23.41835594177246","-1.58","23.8","-1.20"
"51_0_1_20170111200729699.jpg.chip.jpg","51","male","","","43.6","-7.40"
"26_1_3_20170109133424931.jpg.chip.jpg","26","female","","","29.2","3.20"
"26_1_1_20170112204005344.jpg.chip.jpg","26","female","24.06273078918457","-1.94","28.5","2.50"
"62_0_2_20170112220447152.jpg.chip.jpg","62","male","68.60391998291016","6.60","69.2","7.20"
"20_1_1_20170116214348718.jpg.chip.jpg","20","female","","","28.7","8.70"
"23_1_0_20170116221851470.jpg.chip.jpg","23","female","","","29.4","6.40"
"74_0_0_20170111223743652.jpg.chip.jpg","74","male","69.91026306152344","-4.09","59.3","-14.70"
"56_1_3_20170109142228705.jpg.chip.jpg","56","female","53.216922760009766","-2.78","39","-17.00"
"8_0_2_20161219193545195.jpg.chip.jpg","8","male","","","",""
"31_1_1_20170112235234538.jpg.chip.jpg","31","female","","","29.2","-1.80"
"54_1_0_20170103183742275.jpg.chip.jpg","54","female","","","68.9","14.90"
"26_1_3_20170119180229629.jpg.chip.jpg","26","female","","","29.2","3.20"
"63_0_2_20170112224418403.jpg.chip.jpg","63","male","","","38.7","-24.30"
"24_1_3_20170117150320420.jpg.chip.jpg","24","female","24.109092712402344","0.11","23.5","-0.50"
"66_0_3_20170104213153549.jpg.chip.jpg","66","male","65.17744445800781","-0.82","39.1","-26.90"
"34_1_1_20170112234456968.jpg.chip.jpg","34","female","","","28.7","-5.30"
"48_0_0_20170105163527867.jpg.chip.jpg","48","male","","","39.3","-8.70"
"25_1_3_20170119171925976.jpg.chip.jpg","25","female","24.909212112426758","-0.09","29.1","4.10"
"32_0_0_20170104202239802.jpg.chip.jpg","32","male","","","39.4","7.40"
"34_0_0_20170117182728950.jpg.chip.jpg","34","male","","","28.7","-5.30"
"40_1_0_20170120133632861.jpg.chip.jpg","40","female","34.979984283447266","-5.02","30.6","-9.40"
"57_0_0_20170111203811339.jpg.chip.jpg","57","male","","","58.5","1.50"
"26_1_3_20170117174443279.jpg.chip.jpg","26","female","","","29.2","3.20"
"29_0_1_20170104172519610.jpg.chip.jpg","29","male","","","28.5","-0.50"
"48_1_3_20170104220351694.jpg.chip.jpg","48","female","36.03133010864258","-11.97","29.3","-18.70"
"26_1_4_20170117174527047.jpg.chip.jpg","26","female","","","29.4","3.40"
"26_1_1_20170112210842781.jpg.chip.jpg","26","female","23.023998260498047","-2.98","28.6","2.60"
"8_1_2_20170109203442372.jpg.chip.jpg","8","female","","","9.1","1.10"
"31_0_2_20170116170847276.jpg.chip.jpg","31","male","","","28.5","-2.50"
"23_1_2_20170116173105161.jpg.chip.jpg","23","female","","","16.3","-6.70"
"80_1_1_20170116153903211.jpg.chip.jpg","80","female","","","29.3","-50.70"
"23_1_3_20170119164557957.jpg.chip.jpg","23","female","","","29.3","6.30"
"24_0_1_20170117194551093.jpg.chip.jpg","24","male","","","29.4","5.40"
"54_0_0_20170117170958924.jpg.chip.jpg","54","male","","","29.3","-24.70"
"19_1_0_20170109213228173.jpg.chip.jpg","19","female","","","28.6","9.60"
"56_0_3_20170119195816363.jpg.chip.jpg","56","male","47.99873733520508","-8.00","29.4","-26.60"
"36_0_3_20170119201708181.jpg.chip.jpg","36","male","","","28.7","-7.30"
"25_0_3_20170119171224184.jpg.chip.jpg","25","male","24.91219711303711","-0.09","28.7","3.70"
"55_0_3_20170119201401100.jpg.chip.jpg","55","male","","","28.8","-26.20"
"61_0_1_20170117194623461.jpg.chip.jpg","61","male","64.6798324584961","3.68","49.2","-11.80"
"42_0_0_20170113182201676.jpg.chip.jpg","42","male","","","28.7","-13.30"
"26_0_1_20170117200408766.jpg.chip.jpg","26","male","","","28.5","2.50"
"3_1_2_20161219160814805.jpg.chip.jpg","3","female","","","",""
"26_0_2_20170116180011320.jpg.chip.jpg","26","male","","","16.3","-9.70"
"80_1_1_20170120222433936.jpg.chip.jpg","80","female","","","38.8","-41.20"
"88_1_0_20170120230153314.jpg.chip.jpg","88","female","","","68.6","-19.40"
"96_1_2_20170110182526540.jpg.chip.jpg","96","female","87.26940155029297","-8.73","69.1","-26.90"
"62_0_0_20170117154834952.jpg.chip.jpg","62","male","64.80062866210938","2.80","49.2","-12.80"
"31_1_1_20170116024050198.jpg.chip.jpg","31","female","","","29.5","-1.50"
"35_0_1_20170117173329389.jpg.chip.jpg","35","male","37.920230865478516","2.92","23.8","-11.20"
"40_0_0_20170117185236098.jpg.chip.jpg","40","male","","","38.7","-1.30"
"60_1_0_20170110141826799.jpg.chip.jpg","60","female","51.62433624267578","-8.38","31.4","-28.60"
"3_1_4_20161221192908158.jpg.chip.jpg","3","female","4.258058071136475","1.26","9.2","6.20"
"85_1_0_20170110183131183.jpg.chip.jpg","85","female","74.11991119384766","-10.88","68.7","-16.30"
"57_0_0_20170104184213430.jpg.chip.jpg","57","male","","","29.1","-27.90"
"26_0_2_20170116181346232.jpg.chip.jpg","26","male","","","29.2","3.20"
"38_1_0_20170104192820567.jpg.chip.jpg","38","female","43.37417984008789","5.37","29.4","-8.60"
"34_0_0_20170116232429422.jpg.chip.jpg","34","male","","","39.3","5.30"
"21_0_4_20161223214805057.jpg.chip.jpg","21","male","40.69924545288086","19.70","38.4","17.40"
"9_0_0_20170110220623658.jpg.chip.jpg","9","male","7.232548713684082","-1.77","9.2","0.20"
"83_0_0_20170120225615281.jpg.chip.jpg","83","male","69.99846649169922","-13.00","69.2","-13.80"
"53_0_3_20170119205827904.jpg.chip.jpg","53","male","","","38.9","-14.10"
"40_0_0_20170116232730548.jpg.chip.jpg","40","male","","","29.2","-10.80"
"1_0_2_20161219155400229.jpg.chip.jpg","1","male","0.7250994443893433","-0.27","",""
"4_0_2_20161219194145563.jpg.chip.jpg","4","male","","","16.2","12.20"
"30_0_2_20170116163507732.jpg.chip.jpg","30","male","22.915224075317383","-7.08","28.6","-1.40"
"24_0_1_20170117145832554.jpg.chip.jpg","24","male","23.033206939697266","-0.97","23.4","-0.60"
"72_1_0_20170110122329893.jpg.chip.jpg","72","female","","","29.4","-42.60"
"49_1_0_20170109220434368.jpg.chip.jpg","49","female","","","36.5","-12.50"
"28_0_1_20170113133943577.jpg.chip.jpg","28","male","22.38178062438965","-5.62","23.9","-4.10"
"35_0_0_20170119200925684.jpg.chip.jpg","35","male","","","39.3","4.30"
"31_0_1_20170113182315918.jpg.chip.jpg","31","male","","","29.2","-1.80"
"56_0_1_20170113173811475.jpg.chip.jpg","56","male","","","34.5","-21.50"
"25_1_1_20170116001414790.jpg.chip.jpg","25","female","","","33.6","8.60"
"24_0_1_20170117010800698.jpg.chip.jpg","24","male","25.03388214111328","1.03","28.6","4.60"
"7_1_1_20170113000913057.jpg.chip.jpg","7","female","","","29.2","22.20"
"1_0_2_20170110213523297.jpg.chip.jpg","1","male","","","",""
"60_1_0_20170110122430900.jpg.chip.jpg","60","female","58.68165969848633","-1.32","29.1","-30.90"
"34_0_3_20170117134903926.jpg.chip.jpg","34","male","","","28.7","-5.30"
"24_1_3_20170117150733821.jpg.chip.jpg","24","female","22.293684005737305","-1.71","28.7","4.70"
"30_1_0_20170117171606522.jpg.chip.jpg","30","female","","","29.3","-0.70"
"12_1_3_20170117152932909.jpg.chip.jpg","12","female","","","29.1","17.10"
"30_1_0_20170117143933875.jpg.chip.jpg","30","female","29.86595916748047","-0.13","23.6","-6.40"
"12_1_3_20170104223448631.jpg.chip.jpg","12","female","","","8.8","-3.20"
"12_1_0_20170109214435512.jpg.chip.jpg","12","female","12.774771690368652","0.77","23.7","11.70"
"28_0_1_20170113151637766.jpg.chip.jpg","28","male","","","28.9","0.90"
"36_0_0_20170113210318892.jpg.chip.jpg","36","male","","","33.7","-2.30"
"26_1_2_20170116180131010.jpg.chip.jpg","26","female","","","16.2","-9.80"
"26_1_1_20170116231033348.jpg.chip.jpg","26","female","","","29.4","3.40"
"39_1_1_20170112235246130.jpg.chip.jpg","39","female","","","29.3","-9.70"
"56_0_3_20170104232205049.jpg.chip.jpg","56","male","51.610713958740234","-4.39","39.2","-16.80"
"1_0_4_20161221195129503.jpg.chip.jpg","1","male","","","",""
"18_0_1_20170113175555906.jpg.chip.jpg","18","male","","","28.7","10.70"
"26_1_1_20170116234800903.jpg.chip.jpg","26","female","","","29.3","3.30"
"8_1_0_20170109205022859.jpg.chip.jpg","8","female","7.253519535064697","-0.75","4.2","-3.80"
"24_1_3_20170104223156607.jpg.chip.jpg","24","female","","","29.5","5.50"
"25_0_3_20170119171743041.jpg.chip.jpg","25","male","","","29","4.00"
"29_1_0_20170120133642078.jpg.chip.jpg","29","female","24.187395095825195","-4.81","29.5","0.50"
"27_0_0_20170116220641348.jpg.chip.jpg","27","male","","","28.6","1.60"
"45_0_0_20170120222004116.jpg.chip.jpg","45","male","","","34.4","-10.60"
"8_0_3_20170104225230063.jpg.chip.jpg","8","male","","","9.5","1.50"
"29_0_0_20170117120426927.jpg.chip.jpg","29","male","","","28.6","-0.40"
"85_0_0_20170111210414353.jpg.chip.jpg","85","male","","","29.2","-55.80"
"3_1_0_20170103213301485.jpg.chip.jpg","3","female","","","",""
"57_0_0_20170111201356375.jpg.chip.jpg","57","male","","","44.5","-12.50"
"1_0_2_20161219153318900.jpg.chip.jpg","1","male","","","",""
"26_0_3_20170119180750411.jpg.chip.jpg","26","male","","","29.1","3.10"
"36_0_0_20170117162925765.jpg.chip.jpg","36","male","31.573474884033203","-4.43","28.6","-7.40"
"18_1_4_20161221195815432.jpg.chip.jpg","18","female","","","28.6","10.60"
"1_1_0_20170109193830378.jpg.chip.jpg","1","female","0.8677536249160767","-0.13","",""
"32_0_0_20170113210127524.jpg.chip.jpg","32","male","","","38.6","6.60"
"1_1_2_20161219195318220.jpg.chip.jpg","1","female","","","",""
"25_0_0_20170113210319573.jpg.chip.jpg","25","male","","","29.3","4.30"
"2_0_2_20161219212235749.jpg.chip.jpg","2","male","1.6659528017044067","-0.33","",""
"70_0_0_20170117175004342.jpg.chip.jpg","70","male","66.4489974975586","-3.55","29.2","-40.80"
"61_1_3_20170105001450436.jpg.chip.jpg","61","female","","","29.2","-31.80"
"54_1_0_20170110141340224.jpg.chip.jpg","54","female","51.07989501953125","-2.92","30.6","-23.40"
"41_1_0_20170109010103671.jpg.chip.jpg","41","female","","","29","-12.00"
"20_1_0_20170117192932485.jpg.chip.jpg","20","female","","","22.3","2.30"
"36_1_3_20170109141816261.jpg.chip.jpg","36","female","","","29.1","-6.90"
"26_1_1_20170116232325361.jpg.chip.jpg","26","female","","","28.8","2.80"
"30_0_0_20170117141919242.jpg.chip.jpg","30","male","27.4744815826416","-2.53","34.6","4.60"
"43_0_4_20170117204014422.jpg.chip.jpg","43","male","48.0775146484375","5.08","34.7","-8.30"
"29_1_3_20170104232346298.jpg.chip.jpg","29","female","","","29","0.00"
"24_1_2_20170116170015633.jpg.chip.jpg","24","female","","","28.5","4.50"
"45_0_4_20170117203306895.jpg.chip.jpg","45","male","","","39.4","-5.60"
"30_0_0_20170117181235740.jpg.chip.jpg","30","male","48.828102111816406","18.83","38.6","8.60"
"59_1_1_20170113000626569.jpg.chip.jpg","59","female","","","28.8","-30.20"
"4_0_3_20161220220742914.jpg.chip.jpg","4","male","","","9.3","5.30"
"22_1_3_20170119163029565.jpg.chip.jpg","22","female","","","29.1","7.10"
"31_0_0_20170116191348943.jpg.chip.jpg","31","male","","","38.7","7.70"
"15_1_0_20170109204203014.jpg.chip.jpg","15","female","9.428716659545898","-5.57","23.4","8.40"
"11_0_0_20170104012556563.jpg.chip.jpg","11","male","","","8.9","-2.10"
"32_0_1_20170117182406861.jpg.chip.jpg","32","male","","","33.6","1.60"
"26_1_2_20170116180722613.jpg.chip.jpg","26","female","","","29.5","3.50"
"34_0_3_20170119181337573.jpg.chip.jpg","34","male","","","33.6","-0.40"
"67_0_3_20170119212010042.jpg.chip.jpg","67","male","","","29.3","-37.70"
"26_0_1_20170116205224008.jpg.chip.jpg","26","male","","","29.3","3.30"
"26_0_0_20170120134052839.jpg.chip.jpg","26","male","","","28.5","2.50"
"49_1_1_20170113173337426.jpg.chip.jpg","49","female","","","29","-20.00"
"5_0_2_20161219192249187.jpg.chip.jpg","5","male","5.1621599197387695","0.16","9.1","4.10"
"28_1_1_20170117180712098.jpg.chip.jpg","28","female","","","29.5","1.50"
"2_1_4_20170103212103556.jpg.chip.jpg","2","female","","","",""
"90_1_1_20170120220828835.jpg.chip.jpg","90","female","72.46302795410156","-17.54","68.8","-21.20"
"2_0_2_20161219212403166.jpg.chip.jpg","2","male","1.8463077545166016","-0.15","",""
"65_0_1_20170120224015174.jpg.chip.jpg","65","male","","","58.5","-6.50"
"28_0_0_20170117180609562.jpg.chip.jpg","28","male","36.0472526550293","8.05","29.4","1.40"
"27_0_3_20170119193230738.jpg.chip.jpg","27","male","33.89143753051758","6.89","34.5","7.50"
"35_0_0_20170113210127529.jpg.chip.jpg","35","male","40.8129997253418","5.81","34.4","-0.60"
"25_1_3_20170119172140785.jpg.chip.jpg","25","female","","","29.5","4.50"
"9_0_0_20170110224610119.jpg.chip.jpg","9","male","8.65518856048584","-0.34","9.4","0.40"
"16_1_0_20170109214402325.jpg.chip.jpg","16","female","18.254356384277344","2.25","28.7","12.70"
"28_0_0_20170119155105218.jpg.chip.jpg","28","male","22.380956649780273","-5.62","20.6","-7.40"
"26_0_1_20170113151659634.jpg.chip.jpg","26","male","22.79594612121582","-3.20","23.8","-2.20"
"53_0_3_20170119205751190.jpg.chip.jpg","53","male","","","48.6","-4.40"
"1_0_0_20170103210905939.jpg.chip.jpg","1","male","1.6501537561416626","0.65","",""
"72_1_0_20170110183342670.jpg.chip.jpg","72","female","74.20426177978516","2.20","39.1","-32.90"
"26_0_0_20170104201228553.jpg.chip.jpg","26","male","","","28.8","2.80"
"66_0_0_20170120221744629.jpg.chip.jpg","66","male","","","39.1","-26.90"
"76_0_0_20170111221823004.jpg.chip.jpg","76","male","69.28181457519531","-6.72","69.3","-6.70"
"28_0_2_20170119180256157.jpg.chip.jpg","28","male","","","38.5","10.50"
"30_1_2_20170105002521620.jpg.chip.jpg","30","female","29.22907829284668","-0.77","28.6","-1.40"
"4_1_2_20161219142735921.jpg.chip.jpg","4","female","1.2549883127212524","-2.75","",""
"34_0_0_20170104170055225.jpg.chip.jpg","34","male","39.90736389160156","5.91","39.4","5.40"
"1_1_2_20161219203303165.jpg.chip.jpg","1","female","0.8449726700782776","-0.16","",""
"36_1_0_20170103182523314.jpg.chip.jpg","36","female","46.99016571044922","10.99","39.2","3.20"
"40_0_0_20170120220807313.jpg.chip.jpg","40","male","42.192474365234375","2.19","39.3","-0.70"
"50_1_0_20170110151434231.jpg.chip.jpg","50","female","46.44118118286133","-3.56","38.7","-11.30"
"26_0_0_20170117172431020.jpg.chip.jpg","26","male","","","28.6","2.60"
"26_1_3_20170116233617579.jpg.chip.jpg","26","female","","","29.3","3.30"
"24_0_2_20170112192345078.jpg.chip.jpg","24","male","23.03466796875","-0.97","28.7","4.70"
"15_0_0_20170110232721987.jpg.chip.jpg","15","male","","","9.7","-5.30"
"26_1_1_20170116232329337.jpg.chip.jpg","26","female","","","29.3","3.30"
"40_0_4_20170117203834424.jpg.chip.jpg","40","male","45.31974411010742","5.32","35.7","-4.30"
"30_1_1_20170113012657328.jpg.chip.jpg","30","female","","","29.3","-0.70"
"27_1_1_20170117010009030.jpg.chip.jpg","27","female","26.52941131591797","-0.47","29.6","2.60"
"53_1_1_20170112215257791.jpg.chip.jpg","53","female","54.20420455932617","1.20","29.2","-23.80"
"40_1_1_20170113001043722.jpg.chip.jpg","40","female","41.16533660888672","1.17","28.9","-11.10"
"40_0_0_20170116221022897.jpg.chip.jpg","40","male","","","29.3","-10.70"
"63_0_0_20170109011137735.jpg.chip.jpg","63","male","","","29.2","-33.80"
"63_1_0_20170110160643860.jpg.chip.jpg","63","female","55.642635345458984","-7.36","39.3","-23.70"
"21_1_0_20170103180123239.jpg.chip.jpg","21","female","","","23.5","2.50"
"29_1_1_20170116222451557.jpg.chip.jpg","29","female","27.788808822631836","-1.21","29.2","0.20"
"25_0_1_20170116002835308.jpg.chip.jpg","25","male","27.074220657348633","2.07","24","-1.00"
"67_0_0_20170111171747651.jpg.chip.jpg","67","male","","","48.7","-18.30"
"24_1_1_20170113011408288.jpg.chip.jpg","24","female","","","22.3","-1.70"
"30_0_0_20170116223816127.jpg.chip.jpg","30","male","","","38.6","8.60"
"45_1_1_20170116003204136.jpg.chip.jpg","45","female","25.471872329711914","-19.53","29.5","-15.50"
"70_0_3_20170117173325952.jpg.chip.jpg","70","male","62.6345100402832","-7.37","69.1","-0.90"
"9_0_1_20170117195501575.jpg.chip.jpg","9","male","","","28.7","19.70"
"29_0_0_20170116192103987.jpg.chip.jpg","29","male","","","28.6","-0.40"
"32_1_1_20170112224739469.jpg.chip.jpg","32","female","","","28.7","-3.30"
"8_1_0_20170109204450889.jpg.chip.jpg","8","female","","","8.9","0.90"
"26_1_2_20170116161826427.jpg.chip.jpg","26","female","24.24751091003418","-1.75","29.5","3.50"
"16_0_0_20170110232817061.jpg.chip.jpg","16","male","","","28.7","12.70"
"23_1_1_20170112203929794.jpg.chip.jpg","23","female","19.74422264099121","-3.26","16.5","-6.50"
"29_1_1_20170112204807283.jpg.chip.jpg","29","female","","","28.9","-0.10"
"28_0_1_20170117020416787.jpg.chip.jpg","28","male","","","29.4","1.40"
"23_1_2_20170116173036181.jpg.chip.jpg","23","female","20.58708381652832","-2.41","16.1","-6.90"
"56_1_3_20170104235453123.jpg.chip.jpg","56","female","","","29","-27.00"
"2_1_2_20161219160809142.jpg.chip.jpg","2","female","1.1658928394317627","-0.83","",""
"2_0_2_20161219221701671.jpg.chip.jpg","2","male","","","",""
"110_1_0_20170120134701015.jpg.chip.jpg","110","female","77.294921875","-32.71","69.1","-40.90"
"1_0_2_20161219155744942.jpg.chip.jpg","1","male","","","",""
"24_0_2_20170116172808749.jpg.chip.jpg","24","male","","","16.2","-7.80"
"22_1_4_20161221195925096.jpg.chip.jpg","22","female","","","29.6","7.60"
"20_0_4_20170117193424333.jpg.chip.jpg","20","male","22.757366180419922","2.76","16.2","-3.80"
"56_1_1_20170110153706986.jpg.chip.jpg","56","female","","","29.2","-26.80"
"22_1_2_20170104020216916.jpg.chip.jpg","22","female","","","16.1","-5.90"
"39_0_1_20170113135606217.jpg.chip.jpg","39","male","","","39.4","0.40"
"4_1_3_20161220223310227.jpg.chip.jpg","4","female","5.587387561798096","1.59","9.2","5.20"
"34_0_0_20170104181316780.jpg.chip.jpg","34","male","","","35.5","1.50"
"23_0_3_20170119163804981.jpg.chip.jpg","23","male","","","28.6","5.60"
"42_0_1_20170113190550529.jpg.chip.jpg","42","male","","","39.3","-2.70"
"26_1_0_20170117091649819.jpg.chip.jpg","26","female","","","16","-10.00"
"40_0_0_20170117181229922.jpg.chip.jpg","40","male","","","38.7","-1.30"
"50_0_0_20170117001207711.jpg.chip.jpg","50","male","","","39","-11.00"
"20_0_0_20170116205352042.jpg.chip.jpg","20","male","","","28.7","8.70"
"24_0_1_20170117194748068.jpg.chip.jpg","24","male","25.817020416259766","1.82","28.5","4.50"
"55_0_3_20170119171728191.jpg.chip.jpg","55","male","","","38.6","-16.40"
"42_1_0_20170117204000071.jpg.chip.jpg","42","female","49.60991287231445","7.61","38.7","-3.30"
"37_0_1_20170117134417970.jpg.chip.jpg","37","male","","","29.2","-7.80"
"3_1_2_20161219160308941.jpg.chip.jpg","3","female","","","8.9","5.90"
"6_1_0_20170109204539812.jpg.chip.jpg","6","female","3.823030948638916","-2.18","8.4","2.40"
"18_0_3_20170117135605224.jpg.chip.jpg","18","male","23.084444046020508","5.08","23.5","5.50"
"42_0_0_20170109012239137.jpg.chip.jpg","42","male","","","29.2","-12.80"
"28_1_2_20170116164759142.jpg.chip.jpg","28","female","","","16.1","-11.90"
"21_1_0_20170117142612442.jpg.chip.jpg","21","female","27.7679386138916","6.77","28.7","7.70"
"51_0_3_20170119205626592.jpg.chip.jpg","51","male","","","38.8","-12.20"
"23_1_0_20170117144812555.jpg.chip.jpg","23","female","","","29.4","6.40"
"1_1_3_20161219225050632.jpg.chip.jpg","1","female","","","",""
"77_0_2_20170112224640564.jpg.chip.jpg","77","male","80.53035736083984","3.53","",""
"2_1_0_20170109193728905.jpg.chip.jpg","2","female","1.8288789987564087","-0.17","",""
"1_0_4_20170103210731970.jpg.chip.jpg","1","male","","","",""
"1_0_4_20170103202334544.jpg.chip.jpg","1","male","","","",""
"25_0_0_20170117141324807.jpg.chip.jpg","25","male","","","29.4","4.40"
"2_0_0_20170109191008066.jpg.chip.jpg","2","male","0.9958943724632263","-1.00","4","2.00"
"58_0_3_20170112205528628.jpg.chip.jpg","58","male","","","29.2","-28.80"
"24_1_0_20170117150312410.jpg.chip.jpg","24","female","","","28.5","4.50"
"28_0_1_20170116214405900.jpg.chip.jpg","28","male","20.279794692993164","-7.72","28.5","0.50"
"6_1_1_20170114024747282.jpg.chip.jpg","6","female","","","28.7","22.70"
"50_0_1_20170113173649243.jpg.chip.jpg","50","male","33.14303970336914","-16.86","34.5","-15.50"
"65_0_0_20170117162857355.jpg.chip.jpg","65","male","60.80949020385742","-4.19","68.8","3.80"
"68_0_1_20170111195820243.jpg.chip.jpg","68","male","68.57566833496094","0.58","48.4","-19.60"
"26_0_0_20170117153343071.jpg.chip.jpg","26","male","24.95469856262207","-1.05","28.7","2.70"
"47_0_0_20170105173121444.jpg.chip.jpg","47","male","","","38.8","-8.20"
"34_0_0_20170105183623375.jpg.chip.jpg","34","male","","","39.3","5.30"
"50_1_0_20170120221635036.jpg.chip.jpg","50","female","","","29.3","-20.70"
"27_0_0_20170105164547923.jpg.chip.jpg","27","male","","","28.6","1.60"
"15_0_0_20170110224250144.jpg.chip.jpg","15","male","","","20.4","5.40"
"90_0_2_20170110183643228.jpg.chip.jpg","90","male","","","34.3","-55.70"
"2_0_0_20170110225322822.jpg.chip.jpg","2","male","1.4625400304794312","-0.54","",""
"28_1_3_20170119195000849.jpg.chip.jpg","28","female","","","28.6","0.60"
"28_1_3_20170119195058029.jpg.chip.jpg","28","female","22.958377838134766","-5.04","29.5","1.50"
"76_1_0_20170110160644096.jpg.chip.jpg","76","female","58.280277252197266","-17.72","29.2","-46.80"
"29_0_3_20170119195240374.jpg.chip.jpg","29","male","32.13302230834961","3.13","39.3","10.30"
"15_0_0_20170110232610061.jpg.chip.jpg","15","male","14.828239440917969","-0.17","28.7","13.70"
"30_1_1_20170112193112574.jpg.chip.jpg","30","female","","","28.6","-1.40"
"1_0_4_20170103205312818.jpg.chip.jpg","1","male","","","",""
"26_1_3_20170117154410734.jpg.chip.jpg","26","female","","","28.5","2.50"
"50_0_1_20170117181702370.jpg.chip.jpg","50","male","","","38.7","-11.30"
"35_0_0_20170116214606934.jpg.chip.jpg","35","male","","","28.9","-6.10"
"32_1_1_20170113011927992.jpg.chip.jpg","32","female","","","29.5","-2.50"
"54_0_0_20170117190358866.jpg.chip.jpg","54","male","","","48.6","-5.40"
"35_0_1_20170117091619928.jpg.chip.jpg","35","male","","","29","-6.00"
"37_1_0_20170105170228540.jpg.chip.jpg","37","female","","","38.6","1.60"
"54_0_3_20170119210124368.jpg.chip.jpg","54","male","57.137046813964844","3.14","39.1","-14.90"
"25_1_0_20170117191541627.jpg.chip.jpg","25","female","","","29.5","4.50"
"36_1_1_20170117170752063.jpg.chip.jpg","36","female","","","29.3","-6.70"
"32_1_2_20170116184058376.jpg.chip.jpg","32","female","","","29.2","-2.80"
"22_1_1_20170113010336430.jpg.chip.jpg","22","female","","","28.7","6.70"
"22_1_3_20170119163750525.jpg.chip.jpg","22","female","25.35487937927246","3.35","29.5","7.50"
"53_1_0_20170110131645457.jpg.chip.jpg","53","female","","","29.2","-23.80"
"4_1_0_20170109192828745.jpg.chip.jpg","4","female","6.9234137535095215","2.92","8.6","4.60"
"1_1_3_20161220220219634.jpg.chip.jpg","1","female","1.0267503261566162","0.03","",""
"32_0_2_20170116191425413.jpg.chip.jpg","32","male","","","29.1","-2.90"
"90_1_0_20170110182426286.jpg.chip.jpg","90","female","93.92825317382812","3.93","69.3","-20.70"
"2_1_2_20161219200522795.jpg.chip.jpg","2","female","","","",""
"61_0_2_20170116191832323.jpg.chip.jpg","61","male","","","69.1","8.10"
"30_0_2_20170116173700119.jpg.chip.jpg","30","male","","","39.1","9.10"
"55_0_0_20170104212840141.jpg.chip.jpg","55","male","","","38.8","-16.20"
"4_1_4_20170109191636106.jpg.chip.jpg","4","female","5.501294136047363","1.50","4","0.00"
"43_0_1_20170117175110498.jpg.chip.jpg","43","male","58.82847595214844","15.83","48.7","5.70"
"32_1_0_20170103180822745.jpg.chip.jpg","32","female","","","38.6","6.60"
"21_1_2_20170116171016270.jpg.chip.jpg","21","female","","","16.3","-4.70"
"25_1_0_20170116002134414.jpg.chip.jpg","25","female","","","28.8","3.80"
"27_1_2_20170116172501420.jpg.chip.jpg","27","female","","","29.5","2.50"
